29314
20140802065604,10.0.0.1,45607,10.0.0.2,5001,3,0.0-1.0,1441792,11534336
20140802065605,10.0.0.1,45607,10.0.0.2,5001,3,1.0-2.0,1441792,11534336
20140802065606,10.0.0.1,45607,10.0.0.2,5001,3,2.0-3.0,1310720,10485760
20140802065607,10.0.0.1,45607,10.0.0.2,5001,3,3.0-4.0,1310720,10485760
20140802065608,10.0.0.1,45607,10.0.0.2,5001,3,4.0-5.0,1310720,10485760
20140802065609,10.0.0.1,45607,10.0.0.2,5001,3,5.0-6.0,1703936,13631488
20140802065610,10.0.0.1,45607,10.0.0.2,5001,3,6.0-7.0,917504,7340032
20140802065611,10.0.0.1,45607,10.0.0.2,5001,3,7.0-8.0,1572864,12582912
20140802065612,10.0.0.1,45607,10.0.0.2,5001,3,8.0-9.0,917504,7340032
20140802065613,10.0.0.1,45607,10.0.0.2,5001,3,9.0-10.0,1441792,11534336
20140802065614,10.0.0.1,45607,10.0.0.2,5001,3,10.0-11.0,917504,7340032
20140802065615,10.0.0.1,45607,10.0.0.2,5001,3,11.0-12.0,1441792,11534336
20140802065616,10.0.0.1,45607,10.0.0.2,5001,3,12.0-13.0,1048576,8388608
20140802065617,10.0.0.1,45607,10.0.0.2,5001,3,13.0-14.0,1441792,11534336
20140802065618,10.0.0.1,45607,10.0.0.2,5001,3,14.0-15.0,917504,7340032
20140802065619,10.0.0.1,45607,10.0.0.2,5001,3,15.0-16.0,1048576,8388608
20140802065620,10.0.0.1,45607,10.0.0.2,5001,3,16.0-17.0,1441792,11534336
20140802065621,10.0.0.1,45607,10.0.0.2,5001,3,17.0-18.0,917504,7340032
20140802065622,10.0.0.1,45607,10.0.0.2,5001,3,18.0-19.0,1441792,11534336
20140802065623,10.0.0.1,45607,10.0.0.2,5001,3,19.0-20.0,1048576,8388608
20140802065624,10.0.0.1,45607,10.0.0.2,5001,3,20.0-21.0,1441792,11534336
20140802065625,10.0.0.1,45607,10.0.0.2,5001,3,21.0-22.0,917504,7340032
20140802065626,10.0.0.1,45607,10.0.0.2,5001,3,22.0-23.0,1572864,12582912
20140802065627,10.0.0.1,45607,10.0.0.2,5001,3,23.0-24.0,917504,7340032
20140802065628,10.0.0.1,45607,10.0.0.2,5001,3,24.0-25.0,1441792,11534336
20140802065629,10.0.0.1,45607,10.0.0.2,5001,3,25.0-26.0,1048576,8388608
20140802065630,10.0.0.1,45607,10.0.0.2,5001,3,26.0-27.0,1441792,11534336
20140802065631,10.0.0.1,45607,10.0.0.2,5001,3,27.0-28.0,917504,7340032
20140802065632,10.0.0.1,45607,10.0.0.2,5001,3,28.0-29.0,917504,7340032
20140802065633,10.0.0.1,45607,10.0.0.2,5001,3,29.0-30.0,1572864,12582912
20140802065633,10.0.0.1,45607,10.0.0.2,5001,3,0.0-30.2,37355520,9879849
