29743
20140802065638,10.0.0.2,52421,10.0.0.3,5001,3,0.0-1.0,917504,7340032
20140802065639,10.0.0.2,52421,10.0.0.3,5001,3,1.0-2.0,524288,4194304
20140802065640,10.0.0.2,52421,10.0.0.3,5001,3,2.0-3.0,524288,4194304
20140802065641,10.0.0.2,52421,10.0.0.3,5001,3,3.0-4.0,655360,5242880
20140802065642,10.0.0.2,52421,10.0.0.3,5001,3,4.0-5.0,524288,4194304
20140802065643,10.0.0.2,52421,10.0.0.3,5001,3,5.0-6.0,393216,3145728
20140802065644,10.0.0.2,52421,10.0.0.3,5001,3,6.0-7.0,524288,4194304
20140802065645,10.0.0.2,52421,10.0.0.3,5001,3,7.0-8.0,262144,2097152
20140802065646,10.0.0.2,52421,10.0.0.3,5001,3,8.0-9.0,786432,6291456
20140802065647,10.0.0.2,52421,10.0.0.3,5001,3,9.0-10.0,262144,2097152
20140802065648,10.0.0.2,52421,10.0.0.3,5001,3,10.0-11.0,655360,5242880
20140802065649,10.0.0.2,52421,10.0.0.3,5001,3,11.0-12.0,393216,3145728
20140802065650,10.0.0.2,52421,10.0.0.3,5001,3,12.0-13.0,393216,3145728
20140802065651,10.0.0.2,52421,10.0.0.3,5001,3,13.0-14.0,393216,3145728
20140802065652,10.0.0.2,52421,10.0.0.3,5001,3,14.0-15.0,393216,3145728
20140802065653,10.0.0.2,52421,10.0.0.3,5001,3,15.0-16.0,524288,4194304
20140802065653,10.0.0.2,52421,10.0.0.3,5001,3,16.0-17.0,393216,3145728
20140802065655,10.0.0.2,52421,10.0.0.3,5001,3,17.0-18.0,655360,5242880
20140802065656,10.0.0.2,52421,10.0.0.3,5001,3,18.0-19.0,655360,5242880
20140802065656,10.0.0.2,52421,10.0.0.3,5001,3,19.0-20.0,262144,2097152
20140802065657,10.0.0.2,52421,10.0.0.3,5001,3,20.0-21.0,1310720,10485760
20140802065658,10.0.0.2,52421,10.0.0.3,5001,3,21.0-22.0,786432,6291456
20140802065659,10.0.0.2,52421,10.0.0.3,5001,3,22.0-23.0,786432,6291456
20140802065701,10.0.0.2,52421,10.0.0.3,5001,3,23.0-24.0,655360,5242880
20140802065701,10.0.0.2,52421,10.0.0.3,5001,3,24.0-25.0,524288,4194304
20140802065703,10.0.0.2,52421,10.0.0.3,5001,3,25.0-26.0,786432,6291456
20140802065704,10.0.0.2,52421,10.0.0.3,5001,3,26.0-27.0,524288,4194304
20140802065705,10.0.0.2,52421,10.0.0.3,5001,3,27.0-28.0,393216,3145728
20140802065706,10.0.0.2,52421,10.0.0.3,5001,3,28.0-29.0,524288,4194304
20140802065707,10.0.0.2,52421,10.0.0.3,5001,3,29.0-30.0,262144,2097152
20140802065707,10.0.0.2,52421,10.0.0.3,5001,3,0.0-30.2,16777216,4446680
